person_id,label,name_key,highest_rank,n_mentions,years_present,n_waves,name_variants
P01899,Merret Herbert J. P,meret herbert,,1,1950,1,Merret Herbert J. P
P01900,Mertens Jean,mertens gean,,1,1950,1,Mertens Jean
P01901,Mesureur Paul,mesureur paul,,1,1950,1,Mesureur Paul
P01902,Metwalli Youssef,metuali iusef,,1,1950,1,Metwalli Youssef
P01903,Metzger AJbert,metzger agbert,,1,1950,1,Metzger AJbert
P01904,Michailidis Michel Stavro,mishailidis mishel stavro,,1,1950,1,Michailidis Michel Stavro
P01905,Michailidis Paul Stavro,mishailidis paul stavro,,1,1950,1,Michailidis Paul Stavro
P01906,Mieli Charles,mieli sharles,,2,1950,1,Mieli Charles | Mouly Charles
P01907,Mirshak Antoine,mirshak antoin,,1,1950,1,Mirshak Antoine
P01908,Mirshali Camille,mirshali kamil,,1,1950,1,Mirshali Camille
P01909,Misitano Ing. Lorenzo,misitano ing lorenzo,,1,1950,1,Misitano Ing. Lorenzo
P01910,Misrahi Behor S,misrai beor,,1,1950,1,Misrahi Behor S
P01911,Misrahi Bondi,misrai bondi,,1,1950,1,Misrahi Bondi
P01912,Misrahi Clément Me,misrai klement m,,1,1950,1,Misrahi Clément Me
P01913,Mitarachi ManoU,mitarashi manu,,2,1950,1,Mitarachi ManoU
P01914,Modai Raphael,modai rafael,,3,1950,1,Modai Raphael
P01915,Mohamed Abdel Aziz Taalat Harb,moamed abdel aziz talat harb,bey,5,1950,1,Mohamed Abdel Aziz Taalat Harb
P01916,Enterprise & Development Co,enterpris development ko,,17,1950,1,Enterprise & Development Co
P01917,Mohamed Abdel Khalek Hassouna Pacha Ancien Ministre,moamed abdel khalek hasuna pasha ansien ministr,,1,1950,1,Mohamed Abdel Khalek Hassouna Pacha Ancien Ministre
P01918,Mohamed Abdel Khalek Saber,moamed abdel khalek saber,bey,1,1950,1,Mohamed Abdel Khalek Saber
P01919,Mohamed Adel Rifaat,moamed adel rifat,,1,1950,1,Mohamed Adel Rifaat
P01920,Mohamed Aly Rifaat Dr,moamed ali rifat dr,,1,1950,1,Mohamed Aly Rifaat Dr
P01921,Mohamed Chafei El Labbane,moamed shafei laban,bey,6,1950,1,Mohamed Chafei El Labbane
P01922,Mohamed Chafik Gabr,moamed shafik gabr,,1,1950,1,Mohamed Chafik Gabr
P01923,Mohamed Fabmy Soliman,moamed fabmi soliman,bey,1,1950,1,Mohamed Fabmy Soliman
P01924,Mohamed Fouad Loutfi,moamed fuad lutfi,bey,2,1950,1,Mohamed Fouad Loutfi
P01925,Mohamed Hassan El Abd,moamed hasan abd,pasha,1,1950,1,Mohamed Hassan El Abd
P01926,Mohamed Hassan el Achmaoui,moamed hasan ashmaui,pasha,1,1950,1,Mohamed Hassan el Achmaoui
P01927,Mohamed Hosni Naguib,moamed hosni naguib,bey,1,1950,1,Mohamed Hosni Naguib
P01928,Mohamed Hussein el Gammal,moamed husein gamal,bey,3,1950,1,Mohamed Hussein el Gammal
P01929,Mohamed Ibrahim Elwan,moamed ibraim eluan,,1,1950,1,Mohamed Ibrahim Elwan
P01930,Mohamed Izzet,moamed izet,bey,1,1950,1,Mohamed Izzet
P01931,Mohamed Kamal Ibrahim,moamed kamal ibraim,,1,1950,1,Mohamed Kamal Ibrahim
P01932,Mohamed Kamal El Kheshen,moamed kamal kheshen,bey,1,1950,1,Mohamed Kamal El Kheshen
P01933,Mohamed Loutfi Mahmoud,moamed lutfi mahmud,bey,2,1950,1,Mohamed Loutfi Mahmoud
P01934,Mohamed Mohamed Bidair,moamed moamed bidair,pasha,1,1950,1,Mohamed Mohamed Bidair
P01935,Mohamed Mokhtar el Chérif,moamed mokhtar sherif,,1,1950,1,Mohamed Mokhtar el Chérif
P01936,Méhamed Mounir el Chourbagui,meamed munir shurbagui,,1,1950,1,Méhamed Mounir el Chourbagui
P01937,Mohamed Raafat,moamed rafat,bey,1,1950,1,Mohamed Raafat
P01938,Mohamed Ragheb,moamed ragheb,bey,3,1950,1,Mohamed Ragheb
P01939,Dr. :Mohamed Sabry Chohayeb,dr moamed sabri shoaieb,pasha,1,1950,1,Dr. :Mohamed Sabry Chohayeb
P01940,Mohamed Said Loutfi,moamed said lutfi,pasha,3,1950,1,Mohamed Said Loutfi
P01941,Mohamed Sayed Yassine,moamed saied iasin,bey,2,1950,1,Mohamed Sayed Yassine
P01942,Mohamed Seif el Dine el Chourbagui,moamed seif din shurbagui,,1,1950,1,Mohamed Seif el Dine el Chourbagui
P01943,Mohamed Talaat Awni,moamed talat auni,,1,1950,1,Mohamed Talaat Awni
P01944,Mohamed Youssef Ghorab,moamed iusef ghorab,,1,1950,1,Mohamed Youssef Ghorab
P01945,Mohamed Zald Kamal,moamed zald kamal,pasha,1,1950,1,Mohamed Zald Kamal
P01946,Moraitinis G,moraitinis,,1,1950,1,Moraitinis G
P01947,Morgenstern Albert,morgenstern albert,,1,1950,1,Morgenstern Albert
P01948,Mosseri Félix N,moseri felix,,2,1950,1,Mosseri Félix N
P01949,Moukhtar Bey El Gammal,mukhtar bei gamal,,1,1950,1,Moukhtar Bey El Gammal
P01950,Moulin André,mulin andr,,1,1950,1,Moulin André
P01951,Mounir Zaki,munir zaki,,1,1950,1,Mounir Zaki
P01952,Moussa Abdel Latif,musa abdel latif,,1,1950,1,Moussa Abdel Latif
P01953,Moussa Sameh,musa sameh,,1,1950,1,Moussa Sameh
P01954,Moussalli Maurice,musali mauris,,1,1950,1,Moussalli Maurice
P01955,Moustapha el Chourbagui,mustafa shurbagui,bey,1,1950,1,Moustapha el Chourbagui
P01956,Moustapha el Menzaloui,mustafa menzalui,,1,1950,1,Moustapha el Menzaloui
P01957,Moustapha Hussein Fahmy,mustafa husein fahmi,,1,1950,1,Moustapha Hussein Fahmy
P01958,Moustapha Sami Dr,mustafa sami dr,,1,1950,1,Moustapha Sami Dr
P01959,Muhlberg Jacques,muhlberg gakues,,2,1950,1,Muhlberg Jacques
P01960,Muntz Allan,muntz alan,,1,1950,1,Muntz Allan
P01961,Mustaki William,mustaki uiliam,,6,1950,1,Mustaki William
P01962,Nabih Mohamed Kamel,nabih moamed kamel,pasha,7,1950,1,Nabih Mohamed Kamel
P01963,Nada Mtre. Marcel,nada mtr marsel,,1,1950,1,Nada Mtre. Marcel
P01964,Naggar Fathallah,nagar fathalah,,1,1950,1,Naggar Fathallah
P01965,Naggar Gaston Me,nagar gaston m,,1,1950,1,Naggar Gaston Me
P01966,Naggar Jacques,nagar gakues,,2,1950,1,Naggar Jacques
P01967,Nabas Albert Chaker,nabas albert shaker,,1,1950,1,Nabas Albert Chaker
P01968,Nabas Youssef Bey Dr,nabas iusef bei dr,,2,1950,1,Nabas Youssef Bey Dr
P01969,Nasr Max Anis,nasr max anis,,2,1950,1,Nasr Max Anis
P01970,Neguib Iskandar Dr,neguib iskandar dr,,1,1950,1,Neguib Iskandar Dr
P01971,Neguib Salha,neguib salha,bey,1,1950,1,Neguib Salha
P01972,Nemetallah Dr,nemetalah dr,,1,1950,1,Nemetallah Dr
P01973,Noun Edouat·d Me,nun eduatd m,,1,1950,1,Noun Edouat·d Me
P01974,Nyegaard Anton,niegard anton,,1,1950,1,Nyegaard Anton
P01975,Oettinger W,oetinger,,2,1950,1,Oettinger W
P01976,Olgiati Pierre,olgiati pier,,2,1950,1,Olgiati Pierre
P01977,Magasins Chemla»,magasins shemla,,1,1950,1,Magasins Chemla»
P01978,Orriss P. G,oris,,1,1950,1,Orriss P. G
P01979,Owens A. L,uens,,1,1950,1,Owens A. L
P01980,Pace Me. Umberto,pas m umberto,,1,1950,1,Pace Me. Umberto
P01981,Papachristou Stefano,papashristu stefano,,1,1950,1,Papachristou Stefano
P01982,Papadopoulo Paul Yanni,papadopulo paul iani,,1,1950,1,Papadopoulo Paul Yanni
P01983,Papastratos Epaminondas,papastratos epaminondas,,1,1950,1,Papastratos Epaminondas
P01984,Papayannopoulo Riga,papaianopulo riga,,1,1950,1,Papayannopoulo Riga
P01985,Papaya lnopoulo X,papaia lnopulo,,1,1950,1,Papaya lnopoulo X
P01986,Papazian Aram Sarkis,papazian aram sarkis,,1,1950,1,Papazian Aram Sarkis
P01987,Papazian Torcom Sarkis,papazian torkom sarkis,,1,1950,1,Papazian Torcom Sarkis
P01988,Pardo Maître 1,pardo maitr,,1,1950,1,Pardo Maître 1
P01989,Parein Victor,parein viktor,,1,1950,1,Parein Victor
P01990,Pastroudis Athanase,pastrudis athanas,,1,1950,1,Pastroudis Athanase
P01991,Pathy Alexandre,pathi alexandr,,1,1950,1,Pathy Alexandre
P01992,Pathy Ladislas,pathi ladislas,,6,1950,1,Pathy Ladislas
P01993,Peccei Dr. Aurelio,peksei dr aurelio,,1,1950,1,Peccei Dr. Aurelio
P01994,Peel Sir E. T,pel sir,,3,1950,1,Peel Sir E. T
P01995,Pegna Tullio,pegna tulio,,1,1950,1,Pegna Tullio
P01996,Perier Gilbert,perier gilbert,,1,1950,1,Perier Gilbert
P01997,Peter Louis lng,peter luis lng,,1,1950,1,Peter Louis lng
P01998,Philippides Dimitri,filipides dimitri,,1,1950,1,Philippides Dimitri
P01999,Pialopoulo Simon M,pialopulo simon,,2,1950,1,Pialopoulo Simon M
P02000,Pilavachi Mme. Catherine,pilavashi m katherin,,1,1950,1,Pilavachi Mme. Catherine
P02001,Pinckard William Henderson,pinkard uiliam henderson,,2,1950,1,Pinckard William Henderson
P02002,Textiles,textiles,,2,1950,1,Textiles
P02003,Podesta,podesta,,1,1950,1,Podesta
P02004,Polvara Luigi,polvara luigi,,1,1950,1,Polvara Luigi
P02005,Pringo Stephane,pringo stefan,,1,1950,1,Pringo Stephane
P02006,Khartoum,khartum,,2,1950,1,Khartoum
P02007,Pulli Bey Antoine,puli bei antoin,,1,1950,1,Pulli Bey Antoine
P02008,Pupikofer Me. Maxime,pupikofer m maxim,,5,1950,1,Pupikofer Me. Maxime
P02009,Rabbath Georges,rabath georges,,3,1950,1,Rabbath Georges
P02010,Rachad Adel,rashad adel,,1,1950,1,Rachad Adel
P02011,Radi Abou Seü Radi,radi seu radi,bey,2,1950,1,Radi Abou Seü Radi
P02012,Ragheb Ahmed,ragheb ahmed,bey,1,1950,1,Ragheb Ahmed
P02013,Ragheb Samy,ragheb sami,pasha,1,1950,1,Ragheb Samy
P02014,Ralli Alec,rali alek,,1,1950,1,Ralli Alec
P02015,Ramadan Mohamed Hafez,ramadan moamed hafez,pasha,5,1950,1,Ramadan Mohamed Hafez
P02016,Raminger A,raminger,,2,1950,1,Raminger A
P02017,Ramzi Ismail,ramzi ismail,pasha,1,1950,1,Ramzi Ismail
P02018,Ranger Jan Joseph,ranger gan gosef,,1,1950,1,Ranger Jan Joseph
P02019,Rason Dr. M. P. Olivetti,rason dr oliveti,,1,1950,1,Rason Dr. M. P. Olivetti
P02020,Rathle André,rathl andr,,1,1950,1,Rathle André
P02021,Reid Miles Belfrage,reid miles belfrag,,1,1950,1,Reid Miles Belfrage
P02022,Reinhart,reinhart,,1,1950,1,Reinhart
P02023,Renson Joseph,renson gosef,,1,1950,1,Renson Joseph
P02024,Rezzos Jean,rezos gean,,2,1950,1,Rezzos Jean
P02025,Riaz Moustapha,riaz mustafa,bey,2,1950,1,Riaz Moustapha
P02026,Ribot Georges,ribot georges,,1,1950,1,Ribot Georges
P02027,Richès André,rishes andr,,1,1950,1,Richès André
P02028,Rifaat Dr. Mohamed Aly,rifat dr moamed ali,,1,1950,1,Rifaat Dr. Mohamed Aly
P02029,Rivot Pierre,rivot pier,,1,1950,1,Rivot Pierre
P02030,Rodosli Richard,rodosli rishard,,1,1950,1,Rodosli Richard
P02031,Rofé Charles Me,rof sharles m,,1,1950,1,Rofé Charles Me
P02032,Rolin Baron Daniel,rolin baron daniel,,1,1950,1,Rolin Baron Daniel
P02033,Rolin Baron Jacques,rolin baron gakues,,4,1950,1,Rolin Baron Jacques
P02034,Rolny Arnost,rolni arnost,,1,1950,1,Rolny Arnost
P02035,Rolo Ibram,rolo ibram,,1,1950,1,Rolo Ibram
P02036,Upper Egypt Ginning Co,uper egipt gining ko,,6,1950,1,Upper Egypt Ginning Co
P02037,Rom Fran~ois,rom franois,,1,1950,1,Rom Fran~ois
P02038,Président Gharbieh Land Cy,president gharbieh land si,,2,1950,1,Président Gharbieh Land Cy
P02039,Romano Albert M,romano albert,,1,1950,1,Romano Albert M
P02040,Russi W. F,rusi,,1,1950,1,Russi W. F
P02041,Rustom Paul,rustom paul,,1,1950,1,Rustom Paul
P02042,Rutim~yer R. L,rutimier,,1,1950,1,Rutim~yer R. L
P02043,Saad Alexandre C,sad alexandr,,2,1950,1,Saad Alexandre C
P02044,Saad Antoun,sad antun,,1,1950,1,Saad Antoun
P02045,Saad el Labbane Bey Député,sad laban bei deput,,1,1950,1,Saad el Labbane Bey Député
P02046,Saad Wadie,sad uadi,,1,1950,1,Saad Wadie
P02047,Sabry Fathi,sabri fathi,bey,1,1950,1,Sabry Fathi
P02048,Vice-Président de The Khedivial Mail Line,vis president th khedivial mail lin,,2,1950,1,Vice-Président de The Khedivial Mail Line
P02049,Saddik Aida,sadik aida,,1,1950,1,Saddik Aida
P02050,Officier Couronne Belge,ofisier kuron belg,,6,1950,1,Officier Couronne Belge
P02051,Sadek Mahmoud Younes,sadek mahmud iunes,pasha,1,1950,1,Sadek Mahmoud Younes
P02052,Said Mahmoud,said mahmud,bey,1,1950,1,Said Mahmoud
P02053,Saikali Fouad,saikali fuad,,1,1950,1,Saikali Fouad
P02054,Salama Marcel,salama marsel,,1,1950,1,Salama Marcel
P02055,Salem Albert,salem albert,,1,1950,1,Salem Albert
P02056,Salfati Cesare,salfati sesar,,2,1950,1,Salfati Cesare
P02057,Salib Hanna El Agami,salib hana agami,,1,1950,1,Salib Hanna El Agami
P02058,Salloum Armando,salum armando,,1,1950,1,Salloum Armando
P02059,Salloum Orlando,salum orlando,,1,1950,1,Salloum Orlando
P02060,Salmona Mayer,salmona maier,,1,1950,1,Salmona Mayer
P02061,Samaan EJnile Michel,saman egnil mishel,,1,1950,1,Samaan EJnile Michel
P02062,Samakiah Mohamed Kamel,samakiah moamed kamel,,1,1950,1,Samakiah Mohamed Kamel
P02063,Samakiah Mohamed Khairy,samakiah moamed khairi,,1,1950,1,Samakiah Mohamed Khairy
P02064,Samakiah,samakiah,,2,1950,1,Samakiah
P02065,Sami Fanons,sami fanons,bey,1,1950,1,Sami Fanons
P02066,Sandalian Stepan Aram,sandalian stepan aram,,1,1950,1,Sandalian Stepan Aram
P02067,Sarantides Alex. A,sarantides alex,,1,1950,1,Sarantides Alex. A
P02068,Sarris G. G,saris,,2,1950,1,Sarris G. G
P02069,Sarruf Néguib,saruf neguib,bey,1,1950,1,Sarruf Néguib
P02070,Sassoli,sasoli,,1,1950,1,Sassoli
P02071,Sasson Maurice,sason mauris,,1,1950,1,Sasson Maurice
P02072,Sayed El Lozy,saied lozi,bey,4,1950,1,Sayed El Lozy
P02073,El Sayed Mohamed Badraoui Pacha Député,saied moamed badraui pasha deput,,2,1950,1,El Sayed Mohamed Badraoui Pacha Député
P02074,Schaller Roger,shaler roger,,1,1950,1,Schaller Roger
P02075,Scharff Walter,sharf ualter,,4,1950,1,Scharff Walter
P02076,Schehada Albert,sheada albert,,1,1950,1,Schehada Albert
P02077,Schehada Fouad,sheada fuad,,2,1950,1,Schehada Fouad
P02078,Schemeil Raymond Me,shemeil raimond m,,5,1950,1,Schemeil Raymond Me
P02079,Schuller Edouard,shuler eduard,,1,1950,1,Schuller Edouard
P02080,Scovil W. G,skovil,,1,1950,1,Scovil W. G
P02081,Sebahi Abdel Hamid,sebai abdel hamid,,1,1950,1,Sebahi Abdel Hamid
P02082,Sebahi Loutfi,sebai lutfi,,1,1950,1,Sebahi Loutfi
P02083,Sebahi Moustapha,sebai mustafa,,1,1950,1,Sebahi Moustapha
P02084,Sebahi Taher,sebai taer,,1,1950,1,Sebahi Taher
P02085,Seddik Ahmed,sedik ahmed,pasha,6,1950,1,Seddik Ahmed
P02086,Sednaoui Joseph,sednaui gosef,pasha,1,1950,1,Sednaoui Joseph
P02087,Sélhq Ahmed,selhk ahmed,bey,3,1950,1,Sélhq Ahmed
P02088,Senaity Maître Adly El,senaiti maitr adli,,1,1950,1,Senaity Maître Adly El
P02089,Setton A. C,seton,,1,1950,1,Setton A. C
P02090,Servaye Léon,servai leon,,2,1950,1,Servaye Léon
P02091,Shafferman David,shaferman david,,2,1950,1,Shafferman David
P02092,Shafferman Harry,shaferman hari,,2,1950,1,Shafferman Harry
P02093,Sharples Frank,sharples frank,,1,1950,1,Sharples Frank
P02094,Sheid F,sheid,,1,1950,1,Sheid F
P02095,Sheridan André,sheridan andr,,1,1950,1,Sheridan André
P02096,Sherine Fouad,sherin fuad,pasha,1,1950,1,Sherine Fouad
P02097,Shoucair Frédéric,shukair frederik,,1,1950,1,Shoucair Frédéric
P02098,Sicouri Louis,sikuri luis,,2,1950,1,Sicouri Louis
P02099,Sicouri Sam,sikuri sam,,1,1950,1,Sicouri Sam
P02100,Simha,simha,,2,1950,1,Simha
P02101,Skakal Vlastimil,skakal vlastimil,,1,1950,1,Skakal Vlastimil
P02102,Smelhaus Zdenek,smelhaus zdenek,,1,1950,1,Smelhaus Zdenek
P02103,Smouha Wing Commander Edward R,smua uing komander eduard,,1,1950,1,Smouha Wing Commander Edward R
P02104,Smouha Ellis H. Mtre,smua elis mtr,,1,1950,1,Smouha Ellis H. Mtre
P02105,Soliman Bey Osman,soliman bei osman,,1,1950,1,Soliman Bey Osman
P02106,Souki Philip D,suki filip,,1,1950,1,Souki Philip D
P02107,Sourour Hassan Me . Député de Manchieh,surur hasan m deput manshieh,,1,1950,1,Sourour Hassan Me . Député de Manchieh
P02108,Soussa Albert,susa albert,,1,1950,1,Soussa Albert
P02109,Soussa F. G,susa,,1,1950,1,Soussa F. G
P02110,Soussi Léon,susi leon,,1,1950,1,Soussi Léon
P02111,Spathis Ulisse,spathis ulis,,4,1950,1,Spathis Ulisse
P02112,Spiridis Spiro,spiridis spiro,,1,1950,1,Spiridis Spiro
P02113,Spiteri Mario S,spiteri mario,,2,1950,1,Spiteri Mario S
P02114,Stagni Giovanni,stagni giovani,,2,1950,1,Stagni Giovanni
P02115,Strens Louis de,strens luis,,1,1950,1,Strens Louis de
P02116,Suarès Carlo,suares karlo,,1,1950,1,Suarès Carlo
P02117,Sultan Mohamed,sultan moamed,bey,1,1950,1,Sultan Mohamed
P02118,Sursock Victor,sursok viktor,bey,1,1950,1,Sursock Victor
P02119,Susu Pacha Major Général Dr. Basile J,susu pasha magor general dr basil,,1,1950,1,Susu Pacha Major Général Dr. Basile J
P02120,Syllaidis Byron D,silaidis biron,,1,1950,1,Syllaidis Byron D
P02121,Tabit Khalil,tabit khalil,bey,1,1950,1,Tabit Khalil
P02122,Tagher Homère,tagher homer,,1,1950,1,Tagher Homère
P02123,Tagher,tagher,,1,1950,1,Tagher
P02124,Taher Mahmoud Hamdi,taer mahmud hamdi,pasha,10,1950,1,Taher Mahmoud Hamdi
P02125,Tahio Ahmed Labib,taio ahmed labib,,2,1950,1,Tahio Ahmed Labib
P02126,Takla Bichara,takla bishara,,1,1950,1,Takla Bichara
P02127,Tambay Joseph,tambai gosef,,2,1950,1,Tambay Joseph
P02128,Tancred C.H. Capt,tankred kapt,,1,1950,1,Tancred C.H. Capt
P02129,Tanielian Berge,tanielian berg,,2,1950,1,Tanielian Berge
P02130,Taylor Ewart John,tailor euart gohn,,1,1950,1,Taylor Ewart John
P02131,Terni Auguste,terni august,,1,1950,1,Terni Auguste
P02132,Tewfik Amine,teufik amin,bey,1,1950,1,Tewfik Amine
P02133,Thibault Jacques,thibault gakues,,1,1950,1,Thibault Jacques
P02134,Thomoglou Nicolas,thomoglu nikolas,,1,1950,1,Thomoglou Nicolas
P02135,Topalian H. D,topalian,,4,1950,1,Topalian H. D
P02136,Topalian Nerses,topalian nerses,,2,1950,1,Topalian Nerses
P02137,Torazzi Dr. Cesare,torazi dr sesar,,1,1950,1,Torazzi Dr. Cesare
P02138,Toriel André,toriel andr,,9,1950,1,Toriel André
P02139,Toriel René,toriel ren,,1,1950,1,Toriel René
P02140,Totah Raphael,totah rafael,,2,1950,1,Totah Raphael
P02141,Toutounji Elie,tutungi eli,,1,1950,1,Toutounji Elie
P02142,Toutounji Georges,tutungi georges,,1,1950,1,Toutounji Georges
P02143,Toutounji Sami,tutungi sami,,2,1950,1,Toutounji Sami
P02144,Trachana N,trashana,,1,1950,1,Trachana N
P02145,Trembley,tremblei,,2,1950,1,Trembley
P02146,Tripos André,tripos andr,,2,1950,1,Tripos André
P02147,Vaena Isaac J,vaena isak,,1,1950,1,Vaena Isaac J
P02148,Valticos Michel Me,valtikos mishel m,,1,1950,1,Valticos Michel Me
P02149,Vaucher Georges,vausher georges,,1,1950,1,Vaucher Georges
P02150,Visvikis P,visvikis,,1,1950,1,Visvikis P
P02151,Vitale Comm. Aldo,vital kom aldo,,1,1950,1,Vitale Comm. Aldo
P02152,Vlabovitch Elie,vlabovitsh eli,,1,1950,1,Vlabovitch Elie
P02153,Vocht Félix de,vosht felix,,1,1950,1,Vocht Félix de
P02154,Vraila Demètre,vraila demetr,,1,1950,1,Vraila Demètre
P02155,Wagner,uagner,,3,1950,1,Wagner
P02156,Wakil Mtre. G,uakil mtr,,1,1950,1,Wakil Mtre. G
P02157,Wasfy Dr. Albert,uasfi dr albert,,1,1950,1,Wasfy Dr. Albert
P02158,Wilshaw Sir Edward,uilshau sir eduard,,1,1950,1,Wilshaw Sir Edward
P02159,Wissa Fahmy,uisa fahmi,bey,1,1950,1,Wissa Fahmy
P02160,Wissa Léon,uisa leon,bey,1,1950,1,Wissa Léon
P02161,Wissa Zaki,uisa zaki,bey,2,1950,1,Wissa Zaki
P02162,Woollam,uolam,,1,1950,1,Woollam
P02163,Wynne A. C,uin,,1,1950,1,Wynne A. C
P02164,Yamodis Antoine N,iamodis antoin,,1,1950,1,Yamodis Antoine N
P02165,Yansouni Jean,iansuni gean,,1,1950,1,Yansouni Jean
P02166,Yassa Louis,iasa luis,bey,1,1950,1,Yassa Louis
P02167,Yazbeck R,iazbek,,1,1950,1,Yazbeck R
P02168,Yehia el Alaily Bey Dr,ieia alaili bei dr,,3,1950,1,Yehia el Alaily Bey Dr
P02169,Yousri Soliman,iusri soliman,bey,2,1950,1,Yousri Soliman
P02170,Youssef Bahgat,iusef bahgat,bey,2,1950,1,Youssef Bahgat
P02171,Youssef El Abd,iusef abd,bey,1,1950,1,Youssef El Abd
P02172,Youssef Ahmed El Tawil,iusef ahmed tauil,,1,1950,1,Youssef Ahmed El Tawil
P02173,Zaghikian Marcel,zaghikian marsel,,1,1950,1,Zaghikian Marcel
P02174,Zaidan Emile,zaidan emil,bey,1,1950,1,Zaidan Emile
P02175,Zaidan Mohamed,zaidan moamed,,1,1950,1,Zaidan Mohamed
P02176,Me. Zananiri Fernand,m zananiri fernand,,2,1950,1,Me. Zananiri Fernand
P02177,Zananiri Georges,zananiri georges,pasha,3,1950,1,Zananiri Georges
P02178,Zarmati Victor,zarmati viktor,,1,1950,1,Zarmati Victor
P02179,Zarpanely Pierre,zarpaneli pier,,1,1950,1,Zarpanely Pierre
P02180,Zeitouni César Raphael Ezra,zeituni sesar rafael ezra,,1,1950,1,Zeitouni César Raphael Ezra
P02181,Sudan Oil Mills Ltd. Khartoum Sudan,sudan oil mils ltd khartum sudan,,1,1950,1,Sudan Oil Mills Ltd. Khartoum Sudan
P02182,Zervudachi Paul,zervudashi paul,,1,1950,1,Zervudachi Paul
P02183,Zilkha Abdulla K,zilkha abdula,,1,1950,1,Zilkha Abdulla K
P02184,Zulficar Farid,zulfikar farid,bey,1,1950,1,Zulficar Farid
P02185,Zulficar Yussouf,zulfikar iusuf,pasha,7,1950,1,Zulficar Yussouf
